1,0
0,0
1,3
2,1
3,0
4,2
5,5
6,3
7,0
8,1
9,9
10,5
11,2
12,0
13,3
14,1
15,1
16,9
17,5
18,1
19,3
20,8
21,3
22,2
23,7
24,2
25,5
26,3
27,2
28,5
29,1
30,1
31,2
32,1
33,7
34,2
35,3
36,3
37,8
38,3
39,5
40,1
41,5
42,5
43,2
44,5
45,5
46,9
47,3
48,3
49,2
50,8
51,7
52,2
53,5
54,9
55,5
56,8
57,3
58,3
59,3
60,3
61,5
62,2
63,5
64,2
65,8
66,2
67,5
68,5
69,9
70,3
71,2
72,7
73,1
74,2
75,2
76,1
77,5
78,9
79,5
80,5
81,3
82,2
83,3
84,7
85,8
86,5
87,2
88,0
89,5
90,1
91,0
92,5
93,8
94,2
95,5
96,3
97,9
98,5
99,1
100,3
101,8
102,9
103,8
104,5
105,7
106,8
107,5
108,3
109,2
110,2
111,3
112,9
113,8
114,8
115,7
116,8
117,3
118,5
119,9
120,5
121,2
122,5
123,0
124,2
125,3
126,8
127,5
128,8
129,2
130,9
131,2
132,7
133,5
134,3
135,2
136,8
137,1
138,7
139,7
140,5
141,3
142,3
143,2
144,3
145,5
146,2
147,2
148,5
149,5
150,2
151,8
152,2
153,3
154,2
155,2
156,3
157,5
158,3
159,3
160,5
161,0
162,2
163,2
164,5
165,5
166,9
167,5
168,1
169,5
170,7
171,0
172,2
173,5
174,2
175,0
176,5
177,3
178,2
179,3
180,2
181,3
182,7
183,7
184,2
185,2
186,9
187,5
188,8
189,5
190,7
191,7
192,5
193,8
194,1
195,7
196,9
197,2
198,9
199,5
200,3
201,2
202,9
203,9
204,1
205,3
206,5
207,8
208,7
209,8
210,3
211,0
212,1
213,8
214,2
215,3
216,2
217,9
218,3
219,1
220,5
221,3
222,1
223,5
224,3
225,3
226,2
227,3
228,3
229,1
230,9
231,3
232,5
233,3
234,5
235,3
236,9
237,5
238,9
239,3
240,3
241,1
242,5
243,2
244,5
245,9
246,3
247,3
248,1
249,3
250,9
251,5
252,5
253,9
254,5
255,2
256,5
257,5
258,2
259,2
260,5
261,8
262,3
263,2
264,5
265,3
266,3
267,5
268,8
269,3
270,3
271,5
272,5
273,5
274,2
275,3
276,5
277,3
278,7
279,2
280,9
281,7
282,1
283,5
284,2
285,1
286,3
287,7
288,7
289,2
290,2
291,3
292,5
293,1
294,2
295,3
296,7
297,5
298,3
299,3
300,2
301,0
302,5
303,0
304,8
305,8
306,5
307,3
308,5
309,2
310,1
311,3
312,7
313,1
314,8
315,7
316,1
317,8
318,9
319,7
320,0
321,8
322,2
323,2
324,2
325,9
326,5
327,8
328,3
329,3
330,5
331,5
332,1
333,5
334,2
335,5
336,5
337,9
338,2
339,1
340,3
341,2
342,5
343,7
344,2
345,2
346,5
347,5
348,1
349,5
350,5
351,3
352,3
353,5
354,3
355,2
356,9
357,8
358,3
359,0
360,7
361,9
362,2
363,5
364,3
365,2
366,2
367,8
368,2
369,5
370,1
371,8
372,2
373,3
374,2
375,8
376,2
377,2
378,5
379,2
380,3
381,2
382,2
383,5
384,8
385,2
386,1
387,2
388,2
389,3
390,5
391,8
392,2
393,5
394,7
395,3
396,2
397,2
398,5
399,3
400,1
401,3
402,9
403,3
404,2
405,5
406,5
407,1
408,2
409,2
410,2
411,0
412,3
413,5
414,2
415,5
416,8
417,0
418,8
419,3
420,0
421,8
422,5
423,8
424,5
425,5
426,8
427,7
428,2
429,2
430,2
431,7
432,5
433,8
434,5
435,7
436,7
437,8
438,8
439,2
440,5
441,9
442,3
443,1
444,0
445,0
446,5
447,5
448,5
449,5
450,8
451,5
452,2
453,5
454,2
455,8
456,0
457,0
458,2
459,2
460,8
461,1
462,5
463,9
464,1
465,5
466,5
467,8
468,8
469,0
470,5
471,3
472,1
473,1
474,5
475,5
476,1
477,8
478,2
479,9
480,3
481,2
482,0
483,2
484,8
485,2
486,8
487,9
488,8
489,3
490,5
491,3
492,5
493,5
494,8
495,5
496,1
497,5
498,1
499,5
500,3
501,2
502,2
503,2
504,5
505,3
506,5
507,9
508,3
509,2
510,3
511,5
512,5
513,5
514,5
515,5
516,0
517,2
518,3
519,7
520,3
521,2
522,3
523,5
524,3
525,3
526,5
527,3
528,7
529,5
530,8
531,2
532,7
533,5
534,8
535,2
536,3
537,5
538,2
539,5
540,0
541,1
542,3
543,8
544,2
545,3
546,3
547,2
548,7
549,2
550,3
551,8
552,2
553,8
554,2
555,5
556,8
557,8
558,5
559,7
560,0
561,5
562,0
563,5
564,2
565,3
566,7
567,2
568,2
569,5
570,5
571,5
572,0
573,2
574,2
575,2
576,3
577,7
578,2
579,2
580,5
581,8
582,5
583,5
584,9
585,3
586,5
587,0
588,5
589,8
590,9
591,2
592,3
593,5
594,5
595,5
596,7
597,2
598,3
599,3
600,3
601,0
602,3
603,3
604,2
605,5
606,9
607,5
608,1
609,9
610,5
611,5
612,5
613,3
614,2
615,8
616,5
617,7
618,8
619,8
620,2
621,8
622,0
623,0
624,9
625,5
626,5
627,1
628,3
629,9
630,5
631,3
632,3
633,0
634,3
635,1
636,8
637,3
638,1
639,1
640,1
641,8
642,2
643,1
644,3
645,5
646,1
647,2
648,5
649,0
650,9
651,3
652,3
653,3
654,3
655,8
656,1
657,3
658,1
659,5
660,3
661,0
662,3
663,8
664,2
665,3
666,5
667,8
668,2
669,5
670,5
671,0
672,0
673,8
674,2
675,5
676,2
677,8
678,0
679,3
680,0
681,5
682,1
683,3
684,7
685,2
686,5
687,0
688,3
689,7
690,5
691,5
692,3
693,2
694,2
695,0
696,5
697,3
698,3
699,7
700,2
701,8
702,2
703,0
704,0
705,7
706,5
707,5
708,5
709,7
710,5
711,9
712,3
713,3
714,8
715,0
716,2
717,2
718,5
719,2
720,8
721,3
722,5
723,5
724,9
725,7
726,5
727,2
728,9
729,2
730,5
731,0
732,5
733,5
734,3
735,2
736,2
737,5
738,1
739,5
740,2
741,2
742,5
743,7
744,5
745,8
746,3
747,0
748,8
749,9
750,0
751,8
752,5
753,5
754,5
755,2
756,5
757,5
758,2
759,5
760,5
761,0
762,5
763,5
764,9
765,5
766,2
767,3
768,8
769,5
770,0
771,3
772,2
773,5
774,2
775,5
776,2
777,5
778,5
779,5
780,8
781,7
782,7
783,2
784,5
785,2
786,8
787,9
788,3
789,5
790,1
791,3
792,7
793,5
794,3
795,5
796,2
797,8
798,3
799,5
800,5
801,3
802,1
803,2
804,5
805,9
806,5
807,9
808,9
809,1
810,8
811,2
812,7
813,5
814,5
815,0
816,3
817,2
818,5
819,3
820,5
821,0
822,0
823,1
824,5
825,7
826,8
827,3
828,3
829,1
830,1
831,5
832,5
833,2
834,2
835,0
836,9
837,2
838,3
839,8
840,1
841,3
842,2
843,7
844,2
845,8
846,8
847,2
848,7
849,5
850,2
851,1
852,7
853,5
854,3
855,5
856,3
857,5
858,2
859,5
860,5
861,0
862,1
863,3
864,0
865,5
866,5
867,0
868,2
869,5
870,3
871,0
872,3
873,8
874,5
875,5
876,3
877,7
878,9
879,5
880,2
881,7
882,9
883,2
884,1
885,3
886,7
887,5
888,2
889,5
890,7
891,7
892,2
893,9
894,1
895,3
896,3
897,8
898,1
899,5
900,5
901,0
902,7
903,5
904,0
905,0
906,1
907,5
908,5
909,1
910,5
911,3
912,8
913,2
914,1
915,2
916,5
917,2
918,3
919,5
920,8
921,5
922,3
923,3
924,3
925,2
926,3
927,5
928,1
929,3
930,5
931,5
932,7
933,8
934,9
935,7
936,2
937,7
938,7
939,5
940,2
941,5
942,1
943,3
944,5
945,0
946,7
947,0
948,7
949,7
950,0
951,2
952,9
953,5
954,2
955,9
956,5
957,3
958,2
959,1
960,9
961,5
962,0
963,0
964,9
965,2
966,5
967,2
968,0
969,7
970,5
971,5
972,2
973,5
974,5
975,1
976,2
977,3
978,0
979,9
980,8
981,1
982,3
983,5
984,3
985,5
986,1
987,0
988,7
989,2
990,1
991,5
992,2
993,5
994,0
995,5
996,5
997,5
998,5
999,5
1000,3
1001,3
1002,3
1003,2
1004,8
1005,3
1006,7
1007,8
1008,3
1009,5
1010,0
1011,9
1012,0
1013,2
1014,0
1015,1
1016,3
1017,5
1018,2
1019,9
1020,5
1021,7
1022,8
1023,2
1024,5
1025,3
1026,5
1027,0
1028,5
1029,2
1030,1
1031,8
1032,3
1033,7
1034,0
1035,7
1036,5
1037,1
1038,1
1039,2
1040,3
1041,2
1042,8
1043,2
1044,1
1045,9
1046,5
1047,3
1048,3
1049,5
1050,3
1051,5
1052,0
1053,3
1054,5
1055,3
1056,2
1057,5
1058,9
1059,8
1060,5
1061,3
1062,8
1063,5
1064,5
1065,2
1066,5
1067,5
1068,3
1069,5
1070,2
1071,8
1072,3
1073,3
1074,5
1075,2
1076,1
1077,5
1078,2
1079,5
1080,1
1081,1
1082,0
1083,3
1084,3
1085,2
1086,5
1087,2
1088,7
1089,5
1090,5
1091,9
1092,1
1093,3
1094,3
1095,3
1096,2
1097,3
1098,5
1099,8
1100,5
1101,5
1102,3
1103,3
1104,3
1105,5
1106,3
1107,8
1108,0
1109,0
1110,9
1111,9
1112,1
1113,7
1114,3
1115,5
1116,2
1117,7
1118,0
1119,1
1120,5
1121,5
1122,3
1123,3
1124,0
1125,5
1126,5
1127,2
1128,5
1129,5
1130,5
1131,5
1132,2
1133,3
1134,5
1135,2
1136,8
1137,8
1138,5
1139,7
1140,2
1141,5
1142,5
1143,5
1144,9
1145,5
1146,1
1147,2
1148,2
1149,8
1150,3
1151,0
1152,5
1153,8
1154,2
1155,8
1156,3
1157,1
1158,2
1159,0
1160,5
1161,1
1162,8
1163,8
1164,1
1165,0
1166,7
1167,5
1168,7
1169,8
1170,7
1171,3
1172,5
1173,3
1174,7
1175,7
1176,7
1177,3
1178,5
1179,9
1180,8
1181,0
1182,2
1183,8
1184,7
1185,3
1186,9
1187,8
1188,3
1189,5
1190,5
1191,5
1192,3
1193,5
1194,0
1195,8
1196,5
1197,2
1198,1
1199,2
1200,3
1201,8
1202,7
1203,3
1204,8
1205,5
1206,2
1207,0
1208,5
1209,2
1210,5
1211,2
1212,1
1213,3
1214,1
1215,7
1216,5
1217,5
1218,8
1219,5
1220,2
1221,9
1222,3
1223,5
1224,2
1225,8
1226,0
1227,8
1228,8
1229,3
1230,5
1231,2
1232,5
1233,2
1234,0
1235,2
1236,2
1237,8
1238,1
1239,5
1240,5
1241,1
1242,5
1243,2
1244,9
1245,5
1246,1
1247,5
1248,2
1249,7
1250,2
1251,8
1252,2
1253,1
1254,5
1255,8
1256,9
1257,2
1258,3
1259,2
1260,2
1261,3
1262,0
1263,5
1264,2
1265,1
1266,2
1267,5
1268,8
1269,1
1270,3
1271,5
1272,1
1273,8
1274,3
1275,3
1276,2
1277,2
1278,9
1279,3
1280,7
1281,1
1282,5
1283,1
1284,2
1285,8
1286,5
1287,7
1288,2
1289,7
1290,2
1291,5
1292,8
1293,1
1294,3
1295,1
1296,9
1297,5
1298,2
1299,5
1300,2
1301,0
1302,3
1303,2
1304,5
1305,5
1306,0
1307,2
1308,7
1309,3
1310,2
1311,2
1312,9
1313,5
1314,8
1315,8
1316,0
1317,8
1318,9
1319,7
1320,5
1321,2
1322,2
1323,5
1324,8
1325,3
1326,5
1327,3
1328,3
1329,1
1330,5
1331,7
1332,5
1333,5
1334,1
1335,3
1336,0
1337,5
1338,5
1339,7
1340,8
1341,3
1342,7
1343,3
1344,1
1345,1
1346,3
1347,8
1348,3
1349,3
1350,5
1351,5
1352,3
1353,3
1354,1
1355,2
1356,2
1357,9
1358,0
1359,5
1360,0
1361,3
1362,5
1363,0
1364,7
1365,5
1366,8
1367,0
1368,5
1369,1
1370,3
1371,8
1372,8
1373,5
1374,1
1375,3
1376,5
1377,1
1378,1
1379,1
1380,7
1381,5
1382,0
1383,3
1384,5
1385,5
1386,3
1387,3
1388,0
1389,5
1390,7
1391,5
1392,3
1393,7
1394,2
1395,2
1396,0
1397,2
1398,3
1399,5
1400,5
1401,0
1402,7
1403,3
1404,5
1405,3
1406,8
1407,1
1408,3
1409,8
1410,8
1411,3
1412,5
1413,2
1414,1
1415,5
1416,3
1417,0
1418,5
1419,0
1420,2
1421,2
1422,3
1423,2
1424,7
1425,2
1426,2
1427,3
1428,8
1429,1
1430,9
1431,2
1432,5
1433,8
1434,2
1435,1
1436,5
1437,2
1438,2
1439,5
1440,5
1441,2
1442,7
1443,3
1444,0
1445,5
1446,7
1447,8
1448,0
1449,3
1450,1
1451,3
1452,3
1453,5
1454,5
1455,0
1456,0
1457,1
1458,5
1459,1
1460,9
1461,5
1462,8
1463,7
1464,1
1465,1
1466,3
1467,2
1468,0
1469,5
1470,5
1471,3
1472,5
1473,5
1474,3
1475,5
1476,5
1477,2
1478,5
1479,1
1480,2
1481,8
1482,2
1483,3
1484,5
1485,3
1486,3
1487,8
1488,9
1489,8
1490,1
1491,5
1492,1
1493,2
1494,9
1495,7
1496,3
1497,0
1498,5
1499,1
1500,8
1501,5
1502,5
1503,8
1504,8
1505,0
1506,2
1507,3
1508,3
1509,0
1510,5
1511,9
1512,3
1513,9
1514,8
1515,5
1516,5
1517,3
1518,2
1519,5
1520,0
1521,3
1522,3
1523,3
1524,3
1525,5
1526,5
1527,2
1528,9
1529,0
1530,5
1531,3
1532,2
1533,3
1534,7
1535,0
1536,5
1537,3
1538,3
1539,5
1540,3
1541,2
1542,3
1543,7
1544,8
1545,3
1546,9
1547,5
1548,8
1549,5
1550,2
1551,2
1552,1
1553,1
1554,9
1555,7
1556,7
1557,5
1558,2
1559,8
1560,7
1561,3
1562,7
1563,2
1564,2
1565,2
1566,8
1567,8
1568,7
1569,7
1570,3
1571,1
1572,5
1573,5
1574,1
1575,3
1576,1
1577,5
1578,2
1579,1
1580,5
1581,3
1582,2
1583,5
1584,5
1585,9
1586,0
1587,3
1588,1
1589,7
1590,2
1591,5
1592,5
1593,9
1594,0
1595,5
1596,0
1597,5
1598,5
1599,3
1600,5
1601,3
1602,5
1603,2
1604,3
1605,8
1606,0
1607,5
1608,3
1609,5
1610,5
1611,3
1612,8
1613,5
1614,5
1615,2
1616,0
1617,5
1618,2
1619,2
1620,7
1621,7
1622,1
1623,2
1624,8
1625,5
1626,8
1627,8
1628,0
1629,5
1630,3
1631,0
1632,8
1633,8
1634,5
1635,3
1636,0
1637,5
1638,0
1639,1
1640,2
1641,3
1642,5
1643,5
1644,5
1645,3
1646,8
1647,1
1648,2
1649,5
1650,2
1651,7
1652,1
1653,3
1654,5
1655,2
1656,2
1657,2
1658,5
1659,5
1660,3
1661,1
1662,1
1663,7
1664,0
1665,7
1666,3
1667,3
1668,0
1669,1
1670,9
1671,5
1672,3
1673,2
1674,7
1675,3
1676,1
1677,9
1678,3
1679,5
1680,3
1681,2
1682,8
1683,5
1684,5
1685,3
1686,5
1687,3
1688,2
1689,7
1690,0
1691,3
1692,7
1693,2
1694,5
1695,8
1696,1
1697,8
1698,9
1699,5
1700,3
1701,2
1702,5
1703,2
1704,3
1705,1
1706,5
1707,0
1708,2
1709,7
1710,1
1711,3
1712,3
1713,9
1714,2
1715,2
1716,1
1717,1
1718,2
1719,5
1720,0
1721,8
1722,2
1723,2
1724,1
1725,5
1726,9
1727,0
1728,5
1729,5
1730,9
1731,5
1732,2
1733,2
1734,9
1735,5
1736,7
1737,2
1738,1
1739,5
1740,3
1741,7
1742,1
1743,1
1744,5
1745,3
1746,7
1747,5
1748,8
1749,5
1750,1
1751,5
1752,5
1753,1
1754,9
1755,2
1756,3
1757,5
1758,1
1759,0
1760,2
1761,5
1762,5
1763,7
1764,2
1765,2
1766,5
1767,2
1768,1
1769,8
1770,8
1771,7
1772,1
1773,3
1774,5
1775,2
1776,2
1777,3
1778,2
1779,2
1780,0
1781,1
1782,5
1783,3
1784,8
1785,9
1786,5
1787,2
1788,3
1789,1
1790,7
1791,2
1792,2
1793,8
1794,1
1795,5
1796,5
1797,3
1798,5
1799,5
1800,2
1801,5
1802,3
1803,0
1804,0
1805,2
1806,3
1807,2
1808,3
1809,5
