id,label
0,0.030815143179275962
1,0.00024297683454947778
2,0.9997437405444368
3,0.024946608162010525
4,0.025672031861533325
5,0.004009348219176991
6,0.001638657914319666
7,0.0030936395565533035
8,0.0033333872472744272
9,0.186387290788022
10,0.0007488247045369175
11,0.006650779051538421
12,0.2863265074060555
13,0.0009458376945994615
14,0.018790912009984315
15,0.9402018808728086
16,0.016662772467946094
17,0.5685476537232299
18,0.0008122060980404058
19,0.006140097318279188
20,0.002381693130009486
21,0.0031421721387106284
22,0.002838299060904277
23,0.8541432764194186
24,0.03682270050168711
25,0.051777978670960734
26,0.012124977018915411
27,0.23524880873655205
28,0.07038125068518629
29,0.0006217331308857938
30,0.03210061870231864
31,0.6113544638850635
32,0.006168204266983164
33,0.9997762563363081
34,0.08004655079741989
35,0.01803169846511551
36,0.1389422183458565
37,0.9964372353095129
38,0.0166837406992922
39,0.010688146751619068
40,0.999977862762557
41,0.014701024226558002
42,0.9482216359607863
43,0.004835827544665158
44,0.9677812123546201
45,0.15319272813281512
46,0.006614198358984586
47,0.0017695587269883118
48,0.00023220313977615685
49,0.9999631880634859
50,0.007518852454103146
51,0.004514603944113265
52,0.002628605226777258
53,0.003856162723459511
54,0.003847920712161003
55,0.9756785623501285
56,0.005661025266368584
57,0.00359268730113024
58,0.4018794738472606
59,0.03554421533654025
60,0.12003343731617805
61,0.015001922542425744
62,0.016374066873280125
63,0.010103661929872157
64,0.0015496648501585918
65,0.30156085009816064
66,0.01929517513196932
67,0.9609629007478309
68,0.9952696686623693
69,0.001348449978031854
70,0.0026179693896340246
71,0.003472169892207274
72,0.17021508116569853
73,0.5410117160837855
74,0.9995516481249859
75,0.0014602378806897966
76,0.005039452801782254
77,0.0016356930676041175
78,0.07491078749629247
79,0.97827685787602
80,0.017990164823600958
81,0.008982267226428422
82,0.9879745516394856
83,0.001331167938059307
84,0.02799428838169916
85,0.00010756855576290905
86,0.017517554858851623
87,0.025266554193117186
88,0.01636422579056281
89,0.0017039104983602494
90,0.0036801018276636757
91,0.6849064652509934
92,0.04033751221264992
93,0.9980966047804222
94,0.052099636259527134
95,0.024497961598732354
96,0.0012425977947238304
97,0.013987502118126527
98,0.09850576123792765
99,0.0022286492330225757
100,0.0001793102950940816
101,0.061884183613707545
102,0.12498976837721526
103,0.003860336527871592
104,0.23760452588081823
105,0.04147549841536663
106,0.0006482993267900832
107,0.9993403664014057
108,0.002203248264354913
109,0.002761246389349711
110,0.8120737671332963
111,0.017077438047922975
112,0.0019578164152493542
113,0.7352064779006081
114,0.6358970105389083
115,0.001505902164618327
116,0.011039234249414514
117,0.021333752045978035
118,0.009539509123950463
119,0.001288210230120397
120,0.00432678738377205
121,0.23480801081937763
122,0.012215897434439514
123,0.5044926647303621
124,0.5040891827653263
125,0.01143561250101674
126,0.14089676385079655
127,0.01687113028833991
128,0.0028314440191692532
129,0.64946078730365
130,0.030096510956333634
131,0.009509540597062457
132,0.02558589764008316
133,0.012224469206379698
134,0.0019512629419640047
135,0.04940224922525586
136,0.9512025699401708
137,0.1359738516668348
138,0.041631675416595126
139,0.9779046287498675
140,0.007030021720380061
141,0.014413408619922187
142,0.4589639126394372
143,0.004535790234401032
144,0.8636079105467841
145,0.03670693912506604
146,0.0022769986531540882
147,0.38885801118287017
148,0.0024409925084979914
149,0.002805908017179892
150,0.032754852891171866
151,0.08469555989529069
152,0.3259849514059004
153,0.0012960097849013693
154,0.004753032921062216
155,0.0030219932077604514
156,0.18536716234261977
157,0.08519718698495131
158,0.7607755967740397
159,0.0005651215877777988
160,0.45557447032763815
161,0.9998597410457624
162,0.003979287252460799
163,0.08750971516843131
164,0.983230611185051
165,0.06621047762572606
166,0.006050020533690323
167,0.06478206248067302
168,0.8277932438628234
169,0.0038749751623998745
170,0.8151308958782096
171,0.0009450768427581045
172,0.006412425090504315
173,0.10369062603247912
174,0.012953185984654931
175,0.03191897282511215
176,0.08257791137008923
177,0.007396695403036023
178,0.0016591494021153466
179,0.0021984578364356517
180,0.0478008509353923
181,0.011885733512018314
182,0.015047315802600485
183,0.03662395160510188
184,0.0017418545666434459
185,0.21577219818219195
186,0.003453257002818523
187,0.0029732987288517867
188,0.013077205914505258
189,0.35818145091262044
190,0.87868990374918
191,0.012934032013870079
192,0.35747089344965804
193,0.011194639377223002
194,0.7618070171847414
195,0.9884706324389456
196,0.0013748870080228014
197,0.9999733571104065
198,0.0025517457108445306
199,0.7078984270555565
200,0.9906926863092872
201,0.019522962660464202
202,0.9996842039991202
203,0.00307977813963856
204,0.11927134485125805
205,0.09760851600714104
206,0.6921390036501358
207,0.0011655083264362047
208,0.0031859417377658908
209,0.0006520575816985834
210,0.0006629790577625697
211,0.08547187088891488
212,0.0051988903944005
213,0.015472604083415052
214,0.0028745181271994796
215,0.012735175318372038
216,0.001453082244256337
217,0.07855628133862198
218,0.0015386047960266691
219,0.0027351860581712045
220,0.2468201085772174
221,0.007599894145985869
222,0.005827624289525153
223,0.01056272702441796
224,0.007397289977597174
225,0.00010536774635561931
226,0.03582933327120906
227,0.07816830467177728
228,0.01645565749115126
229,0.9741037450142666
230,0.07507593319631227
231,0.03861173735243755
232,0.7633721166558619
233,0.20486591370249552
234,0.9979798559573035
235,0.009222346889326745
236,0.0015416114379632265
237,0.0005491759147835089
238,0.0688552562980484
239,0.9880648002947772
240,0.019626703121517836
241,0.30993275991947844
242,0.25958956861303134
243,0.003746035962280521
244,0.0023376759994714635
245,0.023609051207023852
246,0.9983986862995615
247,0.03466898759843277
248,0.5482568019316552
249,0.10353063176671302
250,0.05196448535029954
251,0.0017888728587377998
252,0.0030981575883409205
253,0.0010077982419623849
254,0.9983333139996408
255,0.00036626791868755114
256,0.018622985841384318
257,0.000841893028778586
258,0.00977613817226508
259,0.1154084518388485
260,0.0014758290763873779
261,0.0026890559581652946
262,0.043058281922240205
263,0.03150534503283867
264,0.0024967651836583695
265,0.2311399411883361
266,0.0032463460271851996
267,0.009023409595812552
268,0.0010395963623895876
269,0.9988850650277694
270,0.9198520755542954
271,0.9325327686983171
272,0.9039789265328473
273,0.9690115311322988
274,0.3816162144421705
275,0.3259733100050153
276,0.014925188564853635
277,0.0018464055825672685
278,0.0018556747418938945
279,0.41516410519067337
280,0.5260608432417538
281,0.32216001497865526
282,0.3517105528003574
283,0.05821475283543667
284,0.0017439976912846683
285,0.614401832165722
286,0.015396264747103568
287,0.018627115791080732
288,0.8175563237311705
289,0.0932190147714479
290,0.24909203246538
291,0.8331041880713609
292,0.2893610802675321
293,0.9997010134091889
294,0.019761397011030146
295,0.11759080073502752
296,0.0039418796184304715
297,0.8907648136859724
298,0.15396309893603835
299,0.002721070024811196
300,0.007448638931276581
301,0.5040275791548452
302,0.012445320792417872
303,0.028406840924511626
304,0.06924762799669969
305,0.002763281495804425
306,0.00740847636412247
307,0.9998012203487562
308,0.33811700743399364
309,0.08491738224479738
310,0.9338711634530381
311,0.20488689381514458
312,0.001382125784397138
313,0.007158418153891055
314,0.9154876585475257
315,0.0010356436155173543
316,0.001041575090455824
317,0.9956115380270809
318,0.06811890110563182
319,0.9792582968045069
320,0.22551418179263075
321,0.0004004557866514509
322,0.01381756861960296
323,0.05826494424318058
324,0.0004281978811857196
325,0.9999867031102005
326,0.8451401129012414
327,0.06973680074782676
328,0.006692301695936142
329,0.18609938979135132
330,0.004194944107597955
331,0.06273850649985309
332,0.003946875424649004
333,0.003328051720871795
334,0.0955331606689095
335,0.0015717988170760207
336,0.0016562539077935225
337,0.02890561240114016
338,0.521630889090325
339,0.0646289798022466
340,0.6254051058326622
341,0.030829855723119314
342,0.05231070025029752
343,0.0017122915299793756
344,0.2585259170632069
345,0.0019098473213486585
346,0.9978867286815635
347,0.7008856830786584
348,0.006865279643221455
349,0.08071092833973957
350,0.7479300702104333
351,0.018728694109515588
352,0.0026533485101528013
353,0.001405429605992275
354,0.9786253317484612
355,0.7624515613883408
356,0.04988550159734181
357,0.027705941855011462
358,0.0016943029512858224
359,0.002351953928588505
360,0.0015384175867330374
361,0.00901944250790888
362,0.08289401246701188
363,0.9624666781553756
364,0.032275450236424696
365,0.006015978430150033
366,0.0366360650037898
367,0.031090083689107043
368,0.0861927658739267
369,0.6428794954558829
370,0.0004262484985638107
371,0.05011486040037724
372,0.027479057272073937
373,0.0006782609542396852
374,0.005080738655060219
375,0.005992813075949964
376,0.0064204263475644355
377,0.007698544287373407
378,0.938576937967008
379,0.006666228728051424
380,0.004474437989268222
381,0.0013290523622445885
382,0.5718680554846204
383,0.023022432975189536
384,0.7854807249005767
385,0.0016155419018853475
386,0.289856113923283
387,0.005748854825389341
388,0.0029096250119471684
389,0.0036531200213229752
390,0.0029425079946465375
391,0.0653379439634612
392,0.9998214499614314
393,0.01270658600989716
394,0.023806109641237333
395,0.0034633612041657367
396,0.21172077305031226
397,0.0040857519349675134
398,0.9992476062905133
399,0.0013694062535595094
400,0.00603268844505558
401,0.04489423790743957
402,0.9714554696752167
403,0.8935291478853776
404,0.001776490296689333
405,0.05578967701384956
406,0.722977611090411
407,0.3976468119858765
408,0.0034826593214377717
409,0.032876448951433705
410,0.002863205510121442
411,0.012806162554384874
412,0.0011101117131671692
413,0.0006397359770144301
414,0.0022913019245676563
415,0.8507535470275647
416,0.6106062875889392
417,0.009838053233325544
418,0.01112225253681156
419,0.23199142516838542
420,0.05054014948643217
421,0.9996976703777126
422,0.9270663639640856
423,0.03549544586332015
424,0.4136355612014155
425,0.36541924826821653
426,0.4957162064363589
427,0.052803924828145075
428,0.0007253184582995674
429,0.0028865026514677122
430,0.013410182531298017
431,0.004299858883778224
432,0.013222914096030372
433,0.20552911759348044
434,0.01972210227945448
435,0.016231203308044995
436,0.006294780879111163
437,0.003147334930822669
438,0.015440352829762654
439,0.0048408191250968406
440,0.004380503040681787
441,0.7734591756812419
442,0.23560231991278532
443,0.527656188524935
444,0.03502364947536043
445,0.03314324251295402
446,0.0026007662559762437
447,0.058823996832437726
448,0.0008270199105113031
449,0.003840952077139243
450,0.11827050446190819
451,0.9982588688456997
452,0.00046013029088239754
453,0.049984458773540325
454,0.0008737515801083509
455,0.994279529017295
456,0.0785215422331429
457,0.026768426706851724
458,0.6854644630278349
459,0.001135187513612734
460,0.005923529099394704
461,0.001759817500608978
